CardID,R_Score,F_Score,M_Score,RFM_Segment,Segment
C0102188970,1,2,3,123,Other
C0102189183,3,3,2,332,Other
C0102189926,5,2,3,523,Other
C0102190118,1,4,3,143,Other
C0102190438,3,4,2,342,Other
C0102190622,4,1,1,411,Other
C0102190977,5,3,5,535,Other
C0102192088,5,2,2,522,Other
C0102192205,4,3,3,433,Other
C0102196724,4,1,5,415,Other
C0102196757,1,3,5,135,Other
C0102197071,2,1,3,213,Other
C0102197501,3,3,2,332,Other
C0102197652,1,1,4,114,Other
C0102198627,4,2,3,423,Other
C0102198799,5,1,1,511,Apprentice
C0102198954,4,1,1,411,Other
C0102199553,5,2,1,521,Other
C0102199957,3,3,3,333,Other
C0102200179,5,1,1,511,Apprentice
C0102200340,5,1,2,512,Other
C0102200345,1,1,3,113,Other
C0102200455,1,1,1,111,Other
C0102201214,2,4,4,244,Other
C0102201734,1,1,1,111,Other
C0102201807,3,3,2,332,Other
C0102202101,4,4,1,441,Other
C0102203804,4,3,2,432,Other
C0102203909,5,3,3,533,Other
C0102204246,1,1,2,112,Other
C0102204584,4,5,5,455,Lovers
C0102204701,5,1,3,513,Other
C0102205009,2,2,4,224,Other
C0102205085,1,4,4,144,Other
C0102206857,3,3,1,331,Other
C0102207120,3,3,1,331,Other
C0102207162,3,2,4,324,Other
C0102207174,4,4,4,444,Lovers
C0102207329,5,5,1,551,Other
C0102207582,4,5,5,455,Lovers
C0102207823,1,1,4,114,Other
C0102207928,1,5,1,151,Other
C0102208182,5,2,3,523,Other
C0102208870,2,4,3,243,Other
C0102208909,4,1,1,411,Other
C0102208948,3,1,2,312,Other
C0102209407,4,1,5,415,Other
C0102209487,2,2,3,223,Other
C0102209741,2,3,2,232,Other
C0102210238,2,1,2,212,Other
C0102210255,4,2,1,421,Other
C0102210522,1,1,1,111,Other
C0102210626,4,2,3,423,Other
C0102211032,5,5,5,555,Soulmates
C0102211504,2,2,4,224,Other
C0102220349,3,3,5,335,Other
C0102220891,3,4,4,344,Other
C0102221118,2,3,2,232,Other
C0102221725,4,3,5,435,Other
C0102222668,5,4,3,543,Other
C0102223688,2,3,2,232,Other
C0102224256,1,1,1,111,Other
C0102224407,5,5,5,555,Soulmates
C0102224477,4,5,5,455,Lovers
C0102225036,5,5,5,555,Soulmates
C0102225809,5,1,1,511,Apprentice
C0102226053,4,1,5,415,Other
C0102226188,4,5,5,455,Lovers
C0102226775,5,5,5,555,Soulmates
C0102226919,5,1,3,513,Other
C0102227015,4,2,1,421,Other
C0102228063,4,1,5,415,Other
C0102228480,2,2,5,225,Other
C0102229019,1,1,1,111,Other
C0102229294,2,2,4,224,Other
C0102229621,2,2,2,222,Other
C0102229773,3,4,5,345,Other
C0102230063,5,3,3,533,Other
C0102230320,1,2,5,125,Other
C0102230362,1,1,1,111,Other
C0102231143,5,5,3,553,Other
C0102231243,3,2,4,324,Other
C0102231477,3,1,3,313,Other
C0102231575,1,2,3,123,Other
C0102231739,3,2,3,323,Other
C0102232165,1,1,1,111,Other
C0102232330,3,4,5,345,Other
C0102232576,2,1,4,214,Other
C0102234945,1,1,2,112,Other
C0102238183,3,4,4,344,Other
C0102239288,4,2,5,425,Other
C0102239335,3,5,2,352,Other
C0102239606,5,2,4,524,Other
C0102244884,1,5,4,154,Other
C0102245173,5,2,5,525,Other
C0102245326,2,2,1,221,Other
C0102245480,1,1,3,113,Other
C0102245613,2,3,3,233,Other
C0102245649,5,4,3,543,Other
C0102246060,5,4,3,543,Other
C0102246270,4,2,3,423,Other
C0102246294,5,1,1,511,Apprentice
C0102246736,4,5,5,455,Lovers
C0102246785,4,5,5,455,Lovers
C0102247112,5,2,2,522,Other
C0102247197,3,4,2,342,Other
C0102247605,1,3,2,132,Other
C0102247715,4,2,2,422,Other
C0102248344,4,1,2,412,Other
C0102248676,3,4,5,345,Other
C0102248833,2,1,5,215,Other
C0102248885,2,1,4,214,Other
C0102248975,2,2,2,222,Other
C0102249029,3,5,4,354,Other
C0102249141,3,1,2,312,Other
C0102249439,3,1,3,313,Other
C0102249501,4,2,3,423,Other
C0102249817,1,5,3,153,Other
C0102250564,5,2,5,525,Other
C0102250841,5,1,1,511,Apprentice
C0102251192,1,1,1,111,Other
C0102251268,3,3,3,333,Other
C0102253866,2,5,3,253,Other
C0102254035,2,1,3,213,Other
C0102254247,4,5,5,455,Lovers
C0102254370,3,4,4,344,Other
C0102255031,2,4,3,243,Other
C0102255117,2,5,5,255,Other
C0102255882,5,1,3,513,Other
C0102255901,5,1,5,515,Other
C0102256004,5,2,4,524,Other
C0102256078,1,3,2,132,Other
C0102256166,2,2,1,221,Other
C0102256252,5,5,5,555,Soulmates
C0102257095,3,2,2,322,Other
C0102257595,4,4,2,442,Other
C0102258036,4,1,1,411,Other
C0102261525,3,2,3,323,Other
C0102262019,1,3,2,132,Other
C0102262044,1,5,4,154,Other
C0102262646,3,4,4,344,Other
C0102263215,2,2,1,221,Other
C0102263279,1,5,5,155,Ex-Lovers
C0102263462,1,2,4,124,Other
C0102263494,5,5,5,555,Soulmates
C0102264065,1,3,2,132,Other
C0102264564,4,3,1,431,Other
C0102275652,1,1,1,111,Other
C0102275736,3,3,4,334,Other
C0102276012,2,5,5,255,Other
C0102276085,5,5,5,555,Soulmates
C0102276452,2,3,2,232,Other
C0102276505,4,3,3,433,Other
C0102277237,1,2,4,124,Other
C0102277531,2,3,2,232,Other
C0102277821,3,5,4,354,Other
C0102278127,5,1,1,511,Apprentice
C0102278134,5,1,4,514,Other
C0102278611,4,3,3,433,Other
C0102278714,4,1,1,411,Other
C0102279188,4,5,4,454,Lovers
C0102279209,4,3,5,435,Other
C0102279298,2,3,3,233,Other
C0102279379,2,1,2,212,Other
C0102279784,1,2,4,124,Other
C0102279873,4,1,1,411,Other
C0102279918,2,1,3,213,Other
C0102280005,2,3,1,231,Other
C0102280251,5,2,2,522,Other
C0102280366,1,1,2,112,Other
C0102280432,2,4,4,244,Other
C0102280493,3,4,3,343,Other
C0102280827,3,2,3,323,Other
C0102280876,2,1,3,213,Other
C0102281272,3,5,3,353,Other
C0102281284,3,1,4,314,Other
C0102281439,2,1,2,212,Other
C0102281595,2,2,2,222,Other
C0102281965,4,1,3,413,Other
C0102282123,4,1,1,411,Other
C0102282386,4,3,3,433,Other
C0102282974,2,3,4,234,Other
C0102283106,1,5,4,154,Other
C0102283397,1,1,2,112,Other
C0102284264,1,1,1,111,Other
C0102284320,2,2,5,225,Other
C0102284632,3,3,2,332,Other
C0102285257,4,3,2,432,Other
C0102285297,1,2,1,121,Other
C0102285984,3,1,2,312,Other
C0102286142,1,2,1,121,Other
C0102286193,4,3,2,432,Other
C0102286662,1,4,4,144,Other
C0102286744,4,4,5,445,Lovers
C0102286881,5,1,1,511,Apprentice
C0102287140,3,3,5,335,Other
C0102287354,5,1,5,515,Other
C0102287508,1,5,3,153,Other
C0102287661,5,5,5,555,Soulmates
C0102287896,5,5,5,555,Soulmates
C0102288135,2,5,5,255,Other
C0102288238,3,5,5,355,Other
C0102288243,4,4,3,443,Other
C0102289080,3,3,3,333,Other
C0102289188,1,2,3,123,Other
C0102289204,4,2,3,423,Other
C0102289416,1,1,1,111,Other
C0102289585,2,1,4,214,Other
C0102289660,4,1,4,414,Other
C0102289849,2,1,1,211,Other
C0102289932,1,1,1,111,Other
C0102290226,1,1,5,115,Other
C0102291029,4,3,1,431,Other
C0102291110,1,1,1,111,Other
C0102291394,4,5,5,455,Lovers
C0102291436,5,5,5,555,Soulmates
C0102293586,3,1,1,311,Other
C0102294121,5,3,2,532,Other
C0102294448,3,3,5,335,Other
C0102294656,2,3,2,232,Other
C0102294751,4,1,4,414,Other
C0102294992,2,3,3,233,Other
C0102295225,1,1,1,111,Other
C0102295269,3,4,3,343,Other
C0102295382,1,1,2,112,Other
C0102300972,4,3,3,433,Other
C0102301401,4,4,4,444,Lovers
C0102301468,1,1,3,113,Other
C0102301937,5,3,5,535,Other
C0102301984,2,3,3,233,Other
C0102302009,1,5,5,155,Ex-Lovers
C0102302087,3,5,5,355,Other
C0102302318,1,3,3,133,Other
C0102302414,4,2,2,422,Other
C0102302934,4,1,1,411,Other
C0102303019,3,1,3,313,Other
C0102303022,2,1,4,214,Other
C0102303103,5,1,2,512,Other
C0102303385,5,1,3,513,Other
C0102303674,4,5,5,455,Lovers
C0102303776,1,5,4,154,Other
C0102308532,1,1,1,111,Other
C0102308810,2,5,5,255,Other
C0102309097,3,3,4,334,Other
C0102309332,2,1,3,213,Other
C0102309375,1,2,2,122,Other
C0102310248,1,1,1,111,Other
C0102310426,2,2,5,225,Other
C0102322550,5,5,5,555,Soulmates
C0102322969,1,1,1,111,Other
C0102323752,5,5,5,555,Soulmates
C0102323759,5,5,4,554,Lovers
C0102323890,5,5,5,555,Soulmates
C0102323912,5,5,4,554,Lovers
C0102324059,5,2,4,524,Other
C0102324152,2,2,2,222,Other
C0102324565,4,1,1,411,Other
C0102324962,5,1,4,514,Other
C0102326882,1,1,3,113,Other
C0102328465,2,5,3,253,Other
C0102328507,1,1,1,111,Other
C0102328535,3,2,2,322,Other
C0102329321,5,5,5,555,Soulmates
C0102329410,4,3,1,431,Other
C0102329444,4,3,5,435,Other
C0102329597,1,1,3,113,Other
C0102329793,1,1,1,111,Other
C0102333592,4,3,1,431,Other
C0102333671,2,2,2,222,Other
C0102335785,5,5,1,551,Other
C0102336868,1,1,3,113,Other
C0102338489,4,2,2,422,Other
C0102338511,2,3,5,235,Other
C0102338648,1,5,4,154,Other
C0102339079,3,5,4,354,Other
C0102339609,2,2,3,223,Other
C0102339685,2,2,1,221,Other
C0102339738,2,1,5,215,Other
C0102339745,3,2,3,323,Other
C0102339818,1,1,1,111,Other
C0102339944,1,2,2,122,Other
C0102340008,4,4,2,442,Other
C0102340220,2,1,2,212,Other
C0102340514,4,3,3,433,Other
C0102340886,3,2,3,323,Other
C0102341826,2,2,3,223,Other
C0102341840,2,5,5,255,Other
C0102341936,3,4,2,342,Other
C0102342129,2,1,5,215,Other
C0102342236,4,2,1,421,Other
C0102342584,4,5,5,455,Lovers
C0102342756,5,3,3,533,Other
C0102342999,5,4,5,545,Lovers
C0102343092,1,1,2,112,Other
C0102343361,2,3,2,232,Other
C0102343620,5,1,1,511,Apprentice
C0102344435,4,2,2,422,Other
C0102346658,1,1,1,111,Other
C0102346800,3,1,4,314,Other
C0102350638,4,2,2,422,Other
C0102351852,5,3,2,532,Other
C0102352007,1,2,4,124,Other
C0102352684,5,2,4,524,Other
C0102352968,4,5,5,455,Lovers
C0102353101,5,1,2,512,Other
C0102353169,3,3,4,334,Other
C0102353351,2,2,2,222,Other
C0102353562,2,3,3,233,Other
C0102353633,4,3,2,432,Other
C0102353677,4,1,3,413,Other
C0102353770,1,1,2,112,Other
C0102353916,2,3,2,232,Other
C0102354002,1,3,2,132,Other
C0102354101,5,1,1,511,Apprentice
C0102355054,2,1,1,211,Other
C0102355060,2,2,4,224,Other
C0102361151,4,5,4,454,Lovers
C0102361235,1,5,2,152,Other
C0102361274,4,2,2,422,Other
C0102361700,1,1,2,112,Other
C0102361719,1,1,1,111,Other
C0102362269,1,1,2,112,Other
C0102363199,5,3,3,533,Other
C0102363614,4,1,1,411,Other
C0102364220,1,1,1,111,Other
C0102364286,3,1,2,312,Other
C0102365564,3,3,4,334,Other
C0102365578,2,2,2,222,Other
C0102368237,4,4,4,444,Lovers
C0102368409,2,2,4,224,Other
C0102368869,3,1,1,311,Other
C0102369115,4,5,5,455,Lovers
C0102369155,5,5,5,555,Soulmates
C0102369410,5,4,5,545,Lovers
C0102369569,2,5,5,255,Other
C0102369723,5,2,1,521,Other
C0102370735,5,1,2,512,Other
C0102370849,4,3,4,434,Other
C0102371113,1,1,3,113,Other
C0102371456,1,1,3,113,Other
C0102371854,3,1,4,314,Other
C0102371944,4,2,4,424,Other
C0102372031,2,2,3,223,Other
C0102372332,5,3,3,533,Other
C0102374079,2,3,3,233,Other
C0102374511,1,5,2,152,Other
C0102374617,4,3,4,434,Other
C0102374691,5,5,4,554,Lovers
C0102374974,5,3,5,535,Other
C0102375029,4,5,5,455,Lovers
C0102375294,2,1,1,211,Other
C0102375365,1,5,4,154,Other
C0102375948,1,5,3,153,Other
C0102376086,4,4,2,442,Other
C0102376254,5,2,2,522,Other
C0102376396,5,5,5,555,Soulmates
C0102376545,1,1,1,111,Other
C0102376941,2,2,5,225,Other
C0102377271,2,2,4,224,Other
C0102378130,2,1,2,212,Other
C0102378165,3,2,2,322,Other
C0102378624,4,1,1,411,Other
C0102378637,2,1,2,212,Other
C0102379126,4,4,3,443,Other
C0102379259,4,4,4,444,Lovers
C0102379336,4,2,3,423,Other
C0102379446,1,5,4,154,Other
C0102380531,2,2,3,223,Other
C0102391845,4,2,3,423,Other
C0102392119,2,3,3,233,Other
C0102392629,5,1,3,513,Other
C0102392632,5,2,3,523,Other
C0102392744,4,4,3,443,Other
C0102393009,3,1,3,313,Other
C0102393079,4,1,3,413,Other
C0102393655,5,4,3,543,Other
C0102393926,4,5,3,453,Other
C0102394211,5,5,5,555,Soulmates
C0102394461,2,2,1,221,Other
C0102394789,2,1,2,212,Other
C0102395034,3,3,3,333,Other
C0102395105,4,5,2,452,Other
C0102395579,5,5,5,555,Soulmates
C0102395820,4,5,5,455,Lovers
C0102395831,3,4,2,342,Other
C0102395848,1,1,1,111,Other
C0102395880,1,2,1,121,Other
C0102396209,2,2,4,224,Other
C0102396377,5,5,5,555,Soulmates
C0102396608,3,2,1,321,Other
C0102397793,5,3,2,532,Other
C0102398912,1,2,2,122,Other
C0102399045,5,5,5,555,Soulmates
C0102399106,1,5,4,154,Other
C0102399209,5,1,3,513,Other
C0102400038,3,4,5,345,Other
C0102400151,2,2,4,224,Other
C0102400364,3,1,1,311,Other
C0102400715,4,2,3,423,Other
C0102400818,3,1,3,313,Other
C0102400973,1,2,5,125,Other
C0102401027,4,2,3,423,Other
C0102401286,1,1,3,113,Other
C0102401309,3,2,3,323,Other
C0102401501,5,2,4,524,Other
C0102401990,4,2,1,421,Other
C0102402359,2,4,3,243,Other
C0102402470,1,1,1,111,Other
C0102402785,4,1,1,411,Other
C0102403262,3,1,4,314,Other
C0102403947,4,3,2,432,Other
C0102404344,4,5,5,455,Lovers
C0102404400,4,5,5,455,Lovers
C0102406683,4,4,4,444,Lovers
C0102407074,3,1,2,312,Other
C0102407191,2,2,1,221,Other
C0102407250,2,5,2,252,Other
C0102407358,4,4,4,444,Lovers
C0102407505,1,1,3,113,Other
C0102408203,5,1,1,511,Apprentice
C0102408227,4,3,1,431,Other
C0102408517,5,1,3,513,Other
C0102408532,1,1,2,112,Other
C0102408578,2,3,3,233,Other
C0102408804,1,5,2,152,Other
C0102408886,5,5,5,555,Soulmates
C0102409048,5,5,5,555,Soulmates
C0102409221,4,2,3,423,Other
C0102409646,4,5,5,455,Lovers
C0102410340,5,2,3,523,Other
C0102410801,2,1,2,212,Other
C0102416030,4,2,3,423,Other
C0102416833,5,1,1,511,Apprentice
C0102417216,3,2,2,322,Other
C0102417645,5,1,4,514,Other
C0102417661,4,4,4,444,Lovers
C0102417739,3,2,2,322,Other
C0102417954,3,1,2,312,Other
C0102418479,5,1,1,511,Apprentice
C0102418990,3,4,3,343,Other
C0102419881,3,2,5,325,Other
C0102425792,1,5,2,152,Other
C0102426030,1,1,1,111,Other
C0102426171,1,1,1,111,Other
C0102427583,5,5,4,554,Lovers
C0102427910,5,5,5,555,Soulmates
C0102428443,1,1,2,112,Other
C0102429178,4,5,4,454,Lovers
C0102429851,3,2,4,324,Other
C0102430027,5,5,5,555,Soulmates
C0102430108,5,5,5,555,Soulmates
C0102430301,4,5,5,455,Lovers
C0102430307,5,4,5,545,Lovers
C0102439620,4,3,3,433,Other
C0102439672,5,4,5,545,Lovers
C0102439751,5,3,1,531,Other
C0102439916,1,2,2,122,Other
C0102439999,3,2,3,323,Other
C0102440023,1,1,1,111,Other
C0102440333,2,1,5,215,Other
C0102440457,5,5,5,555,Soulmates
C0102442373,1,1,1,111,Other
C0102442633,1,2,1,121,Other
C0102442925,4,1,4,414,Other
C0102444059,5,5,4,554,Lovers
C0102444144,1,1,1,111,Other
C0102444461,1,1,2,112,Other
C0102444504,4,1,1,411,Other
C0102444782,4,2,4,424,Other
C0102444785,2,2,4,224,Other
C0102445043,1,1,1,111,Other
C0102445329,2,1,1,211,Other
C0102445457,1,1,1,111,Other
C0102445644,3,4,3,343,Other
C0102445891,1,1,2,112,Other
C0102446069,2,2,3,223,Other
C0102446216,4,1,2,412,Other
C0102446580,3,1,5,315,Other
C0102447263,3,3,4,334,Other
C0102447420,1,2,1,121,Other
C0102447510,3,3,4,334,Other
C0102447539,4,3,4,434,Other
C0102447799,4,5,4,454,Lovers
C0102448150,5,5,5,555,Soulmates
C0102448322,5,1,5,515,Other
C0102448706,2,5,4,254,Other
C0102448912,5,1,4,514,Other
C0102449507,4,5,1,451,Other
C0102449795,2,2,5,225,Other
C0102450679,3,2,4,324,Other
C0102450775,2,2,2,222,Other
C0102451072,5,4,4,544,Lovers
C0102451095,5,3,4,534,Other
C0102451283,5,5,5,555,Soulmates
C0102451388,1,3,5,135,Other
C0102453043,1,1,1,111,Other
C0102456177,2,2,2,222,Other
C0102457629,1,1,2,112,Other
C0102457792,3,2,3,323,Other
C0102458156,3,2,5,325,Other
C0102458183,2,2,4,224,Other
C0102463641,2,1,2,212,Other
C0102463693,2,2,3,223,Other
C0102464437,5,2,3,523,Other
C0102465027,1,1,4,114,Other
C0102465336,3,3,2,332,Other
C0102465549,4,1,4,414,Other
C0102465908,2,2,3,223,Other
C0102466211,5,5,5,555,Soulmates
C0102466278,1,5,4,154,Other
C0102466596,4,2,2,422,Other
C0102466636,4,1,2,412,Other
C0102467316,5,3,2,532,Other
C0102467598,2,1,5,215,Other
C0102467604,1,1,3,113,Other
C0102467783,2,4,2,242,Other
C0102467955,2,1,2,212,Other
C0102468368,3,3,2,332,Other
C0102468474,4,5,5,455,Lovers
C0102468750,5,5,4,554,Lovers
C0102468934,5,2,4,524,Other
C0102469333,3,3,2,332,Other
C0102469418,4,5,5,455,Lovers
C0102469560,5,2,5,525,Other
C0102471681,1,1,1,111,Other
C0102473585,4,2,3,423,Other
C0102474398,1,3,2,132,Other
C0102474682,5,4,2,542,Other
C0102475021,2,2,3,223,Other
C0102475278,4,4,2,442,Other
C0102475636,5,5,5,555,Soulmates
C0102475686,1,1,4,114,Other
C0102476322,1,1,3,113,Other
C0102476463,2,2,4,224,Other
C0102476698,1,1,1,111,Other
C0102479381,5,3,5,535,Other
C0102479527,1,2,4,124,Other
C0102480108,4,1,3,413,Other
C0102480375,3,2,5,325,Other
C0102480484,3,1,3,313,Other
C0102480720,1,1,2,112,Other
C0102481215,4,2,1,421,Other
C0102481287,2,2,2,222,Other
C0102481487,4,1,1,411,Other
C0102481733,5,2,3,523,Other
C0102482007,1,5,4,154,Other
C0102482750,4,3,2,432,Other
C0102482989,2,3,4,234,Other
C0102483219,5,5,5,555,Soulmates
C0102483805,1,3,2,132,Other
C0102483968,4,5,5,455,Lovers
C0102484196,5,5,5,555,Soulmates
C0102484576,2,2,1,221,Other
C0102484668,3,1,2,312,Other
C0102495263,1,1,3,113,Other
C0102495763,2,3,4,234,Other
C0102496699,4,4,4,444,Lovers
C0102496809,3,2,1,321,Other
C0102496885,3,2,3,323,Other
C0102497217,4,1,3,413,Other
C0102497298,4,5,5,455,Lovers
C0102497356,4,2,1,421,Other
C0102497428,4,3,3,433,Other
C0102497999,3,2,2,322,Other
C0102498058,4,3,5,435,Other
C0102498511,2,2,3,223,Other
C0102498621,3,4,3,343,Other
C0102499649,2,2,1,221,Other
C0102499881,1,2,2,122,Other
C0102500180,1,5,4,154,Other
C0102500182,5,1,2,512,Other
C0102501006,5,5,5,555,Soulmates
C0102501435,5,5,5,555,Soulmates
C0102501452,1,5,4,154,Other
C0102501853,1,1,1,111,Other
C0102501941,2,3,3,233,Other
C0102503011,4,3,2,432,Other
C0102503159,5,5,5,555,Soulmates
C0102503566,4,2,3,423,Other
C0102503739,1,1,1,111,Other
C0102504580,2,1,2,212,Other
C0102504650,4,1,1,411,Other
C0102504772,3,1,2,312,Other
C0102504878,1,5,5,155,Ex-Lovers
C0102505061,2,1,5,215,Other
C0102505446,2,5,5,255,Other
C0102505701,1,1,3,113,Other
C0102506016,2,3,3,233,Other
C0102506410,4,2,2,422,Other
C0102506631,4,5,5,455,Lovers
C0102506664,4,5,5,455,Lovers
C0102507149,1,1,1,111,Other
C0102507172,4,5,4,454,Lovers
C0102507429,3,1,4,314,Other
C0102507495,5,2,4,524,Other
C0102507914,1,1,1,111,Other
C0102507978,1,1,1,111,Other
C0102508197,2,4,4,244,Other
C0102508273,5,1,4,514,Other
C0102508315,2,5,5,255,Other
C0102508382,2,2,3,223,Other
C0102509146,1,5,5,155,Ex-Lovers
C0102509395,2,2,1,221,Other
C0102509446,1,1,1,111,Other
C0102509516,4,3,4,434,Other
C0102509617,5,5,5,555,Soulmates
C0102509674,1,5,4,154,Other
C0102509834,3,4,2,342,Other
C0102509910,3,2,3,323,Other
C0102510562,5,1,4,514,Other
C0102510727,1,1,1,111,Other
C0102513644,4,4,4,444,Lovers
C0102513872,3,2,4,324,Other
C0102514282,3,4,3,343,Other
C0102514301,4,2,5,425,Other
C0102514357,1,1,2,112,Other
C0102515184,3,1,2,312,Other
C0102515492,5,2,5,525,Other
C0102515523,2,1,4,214,Other
C0102515667,1,1,1,111,Other
C0102515682,5,4,2,542,Other
C0102518526,1,1,1,111,Other
C0102518772,5,3,3,533,Other
C0102518992,3,2,5,325,Other
C0102519052,3,1,1,311,Other
C0102519338,4,3,4,434,Other
C0102519961,1,1,1,111,Other
C0102520295,3,4,4,344,Other
C0102520500,4,1,5,415,Other
C0102520732,4,2,3,423,Other
C0102521014,5,2,5,525,Other
C0102521214,2,3,5,235,Other
C0102526689,4,5,2,452,Other
C0102527449,4,5,4,454,Lovers
C0102528568,3,4,4,344,Other
C0102528685,1,5,4,154,Other
C0102528755,2,5,5,255,Other
C0102529117,3,1,5,315,Other
C0102529283,5,5,2,552,Other
C0102529293,3,5,5,355,Other
C0102529528,4,2,5,425,Other
C0102529886,5,1,4,514,Other
C0102529970,3,2,5,325,Other
C0102530116,3,1,2,312,Other
C0102530396,5,1,2,512,Other
C0102530517,1,1,2,112,Other
C0102534365,1,1,3,113,Other
C0102534442,2,2,3,223,Other
C0102534451,3,1,4,314,Other
C0102534556,1,5,4,154,Other
C0102534579,2,2,2,222,Other
C0102534774,2,1,4,214,Other
C0102535171,4,5,5,455,Lovers
C0102535425,4,1,5,415,Other
C0102535451,5,4,4,544,Lovers
C0102535718,3,2,2,322,Other
C0102536101,3,2,2,322,Other
C0102536565,2,3,3,233,Other
C0102536591,2,2,3,223,Other
C0102536621,5,1,2,512,Other
C0102536968,3,3,3,333,Other
C0102537597,4,3,4,434,Other
C0102537676,2,5,4,254,Other
C0102537705,3,2,1,321,Other
C0102539249,2,4,2,242,Other
C0102546604,3,2,4,324,Other
C0102546848,1,1,1,111,Other
C0102546912,3,3,4,334,Other
C0102547222,4,1,1,411,Other
C0102547365,5,3,3,533,Other
C0102548227,3,2,3,323,Other
C0102548326,1,1,1,111,Other
C0102548926,2,5,4,254,Other
C0102549293,4,5,4,454,Lovers
C0102549346,4,3,3,433,Other
C0102549561,5,5,5,555,Soulmates
C0102549717,2,2,5,225,Other
C0102550229,1,1,1,111,Other
C0102550714,1,1,3,113,Other
C0102550793,1,1,1,111,Other
C0102551108,2,3,2,232,Other
C0102551584,1,2,2,122,Other
C0102551967,2,1,2,212,Other
C0102552688,4,2,1,421,Other
C0102552827,2,2,2,222,Other
C0102553183,5,4,5,545,Lovers
C0102553575,3,1,4,314,Other
C0102555431,3,1,1,311,Other
C0102556087,3,3,1,331,Other
C0102561120,5,1,1,511,Apprentice
C0102561135,3,2,1,321,Other
C0102561995,4,2,2,422,Other
C0102562496,1,1,4,114,Other
C0102562513,1,5,4,154,Other
C0102563063,1,2,2,122,Other
C0102563518,1,2,3,123,Other
C0102563552,1,2,2,122,Other
C0102567444,5,5,4,554,Lovers
C0102567777,4,1,2,412,Other
C0102568725,4,1,1,411,Other
C0102569317,1,5,5,155,Ex-Lovers
C0102569412,4,2,2,422,Other
C0102569669,1,5,4,154,Other
C0102569682,4,1,1,411,Other
C0102569919,5,5,5,555,Soulmates
C0102569959,5,1,2,512,Other
C0102570019,1,1,2,112,Other
C0102570599,5,4,3,543,Other
C0102571530,1,2,1,121,Other
C0102571875,1,5,4,154,Other
C0102572006,3,3,3,333,Other
C0102572395,2,4,4,244,Other
C0102574352,4,3,4,434,Other
C0102574613,1,1,5,115,Other
C0102575571,5,1,1,511,Apprentice
C0102575710,4,5,5,455,Lovers
C0102575733,1,5,4,154,Other
C0102575847,5,1,1,511,Apprentice
C0102577040,2,2,5,225,Other
C0102577350,5,5,5,555,Soulmates
C0102577718,3,2,3,323,Other
C0102578105,5,1,5,515,Other
C0102578318,2,3,1,231,Other
C0102578516,2,4,2,242,Other
C0102578668,1,1,2,112,Other
C0102578758,1,1,3,113,Other
C0102578825,3,1,1,311,Other
C0102578952,1,1,1,111,Other
C0102579420,2,1,2,212,Other
C0102580548,1,1,1,111,Other
C0102581096,3,3,4,334,Other
C0102582333,3,3,3,333,Other
C0102582583,1,1,3,113,Other
C0102582962,4,1,3,413,Other
C0102583037,2,1,2,212,Other
C0102583067,2,1,4,214,Other
C0102583720,3,1,1,311,Other
C0102583729,3,3,4,334,Other
C0102584151,2,2,2,222,Other
C0102584199,3,1,2,312,Other
C0102584485,3,2,4,324,Other
C0102585159,2,3,4,234,Other
C0102585494,2,2,4,224,Other
C0102585521,2,5,4,254,Other
C0102585718,2,5,5,255,Other
C0102598645,1,1,1,111,Other
C0102598648,2,1,4,214,Other
C0102598683,4,5,1,451,Other
C0102598935,5,2,3,523,Other
C0102599134,3,1,4,314,Other
C0102599410,5,2,2,522,Other
C0102599753,2,2,3,223,Other
C0102600113,5,2,5,525,Other
C0102600929,3,5,5,355,Other
C0102601110,4,2,2,422,Other
C0102601334,2,1,5,215,Other
C0102601425,1,3,2,132,Other
C0102601475,1,1,1,111,Other
C0102601806,1,5,5,155,Ex-Lovers
C0102601958,2,2,2,222,Other
C0102602224,4,1,1,411,Other
C0102602330,4,1,1,411,Other
C0102602391,5,2,2,522,Other
C0102603037,4,2,4,424,Other
C0102603100,5,3,4,534,Other
C0102603150,4,5,5,455,Lovers
C0102603421,2,3,5,235,Other
C0102603598,3,2,5,325,Other
C0102603775,2,3,4,234,Other
C0102604498,2,3,5,235,Other
C0102604601,2,2,4,224,Other
C0102604686,2,1,3,213,Other
C0102604827,3,3,3,333,Other
C0102607589,2,2,4,224,Other
C0102608275,4,1,4,414,Other
C0102608410,3,2,2,322,Other
C0102608792,5,4,2,542,Other
C0102608903,4,3,4,434,Other
C0102609065,2,3,2,232,Other
C0102609254,4,5,5,455,Lovers
C0102609403,2,1,4,214,Other
C0102609481,5,3,5,535,Other
C0102609598,2,4,3,243,Other
